
time,ax,ay,az,wx,wy,wz,
65.663,-1.82,-5.00,1.70,-0.53,0.78,0.93,
65.664,-1.82,-5.00,1.70,-0.52,0.77,1.00,
65.668,-1.82,-5.00,1.70,-0.49,0.76,1.06,
65.668,-1.74,-4.80,1.68,-0.49,0.76,1.06,
65.669,-1.74,-4.80,1.68,-0.47,0.74,1.12,
65.672,-1.74,-4.80,1.68,-0.45,0.74,1.18,
65.672,-1.66,-4.58,1.63,-0.45,0.74,1.18,
65.674,-1.66,-4.58,1.63,-0.42,0.72,1.24,
65.676,-1.66,-4.29,1.57,-0.42,0.72,1.24,
65.676,-1.66,-4.29,1.57,-0.40,0.71,1.30,
65.679,-1.66,-4.29,1.57,-0.37,0.71,1.36,
65.681,-1.66,-3.94,1.51,-0.37,0.71,1.36,
65.681,-1.66,-3.94,1.51,-0.33,0.70,1.41,
65.683,-1.66,-3.94,1.51,-0.30,0.70,1.46,
65.685,-1.63,-3.58,1.48,-0.30,0.70,1.46,
65.686,-1.63,-3.58,1.48,-0.27,0.69,1.52,
65.689,-1.63,-3.58,1.48,-0.23,0.69,1.56,
65.691,-1.63,-3.58,1.48,-0.18,0.69,1.61,
65.692,-1.65,-3.14,1.40,-0.18,0.69,1.61,
65.693,-1.65,-3.14,1.40,-0.14,0.70,1.65,
65.696,-1.65,-3.14,1.40,-0.09,0.70,1.69,
65.697,-1.65,-2.64,1.34,-0.09,0.70,1.69,
65.698,-1.65,-2.64,1.34,-0.04,0.70,1.73,
65.701,-1.68,-2.12,1.29,-0.04,0.70,1.73,
65.702,-1.68,-2.12,1.29,0.02,0.71,1.77,
65.703,-1.68,-2.12,1.29,0.07,0.71,1.80,
65.706,-1.71,-1.58,1.17,0.07,0.71,1.80,
65.706,-1.71,-1.58,1.17,0.13,0.71,1.83,
65.708,-1.71,-1.58,1.17,0.18,0.72,1.85,
65.711,-1.70,-1.08,1.01,0.18,0.72,1.85,
65.711,-1.70,-1.08,1.01,0.24,0.73,1.88,
65.716,-1.70,-1.08,1.01,0.30,0.73,1.89,
65.717,-1.70,-1.08,1.01,0.35,0.73,1.91,
65.717,-1.67,-0.55,0.82,0.35,0.73,1.91,
65.718,-1.67,-0.55,0.82,0.41,0.73,1.92,
65.72,-1.61,-0.06,0.59,0.41,0.73,1.92,
65.72,-1.61,-0.06,0.59,0.46,0.73,1.93,
65.723,-1.61,-0.06,0.59,0.51,0.72,1.93,
65.725,-1.61,-0.06,0.59,0.56,0.72,1.92,
65.732,-1.54,0.39,0.34,0.56,0.72,1.92,
65.732,-1.54,0.39,0.34,0.61,0.71,1.92,
65.732,-1.54,0.39,0.34,0.65,0.70,1.90,
65.732,-1.40,0.81,0.07,0.65,0.70,1.90,
65.734,-1.40,0.81,0.07,0.69,0.69,1.88,
65.734,-1.23,1.10,-0.26,0.69,0.69,1.88,
65.734,-1.23,1.10,-0.26,0.73,0.67,1.85,
65.737,-1.23,1.10,-0.26,0.77,0.66,1.82,
65.739,-1.00,1.34,-0.55,0.77,0.66,1.82,
65.739,-1.00,1.34,-0.55,0.80,0.64,1.78,
65.742,-1.00,1.34,-0.55,0.82,0.62,1.74,
65.745,-1.00,1.34,-0.55,0.84,0.60,1.70,
65.746,-0.87,1.64,-0.85,0.84,0.60,1.70,
65.747,-0.87,1.64,-0.85,0.86,0.58,1.65,
65.749,-0.70,1.86,-1.15,0.86,0.58,1.65,
65.75,-0.70,1.86,-1.15,0.87,0.55,1.60,
65.752,-0.70,1.86,-1.15,0.88,0.53,1.54,
65.754,-0.70,1.86,-1.15,0.89,0.50,1.48,
65.754,-0.54,2.02,-1.47,0.89,0.50,1.48,
65.756,-0.54,2.02,-1.47,0.89,0.47,1.42,
65.761,-0.42,2.09,-1.77,0.89,0.47,1.42,
65.762,-0.42,2.09,-1.77,0.88,0.44,1.36,
65.762,-0.42,2.09,-1.77,0.88,0.41,1.30,
65.764,-0.34,2.17,-2.05,0.88,0.41,1.30,
65.764,-0.34,2.17,-2.05,0.86,0.39,1.23,
65.765,-0.34,2.17,-2.05,0.85,0.36,1.17,
65.768,-0.34,2.17,-2.05,0.82,0.33,1.11,
65.768,-0.28,2.17,-2.31,0.82,0.33,1.11,
65.771,-0.28,2.17,-2.31,0.80,0.30,1.04,
65.774,-0.21,2.12,-2.56,0.80,0.30,1.04,
65.774,-0.21,2.12,-2.56,0.77,0.27,0.98,
65.775,-0.21,2.12,-2.56,0.74,0.25,0.92,
65.779,-0.21,2.12,-2.56,0.71,0.22,0.86,
65.78,-0.11,2.03,-2.79,0.71,0.22,0.86,
65.781,-0.11,2.03,-2.79,0.67,0.20,0.80,
65.783,0.04,1.87,-3.00,0.67,0.20,0.80,
65.783,0.04,1.87,-3.00,0.63,0.18,0.74,
65.786,0.04,1.87,-3.00,0.58,0.16,0.68,
65.787,0.16,1.61,-3.19,0.58,0.16,0.68,
65.787,0.16,1.61,-3.19,0.54,0.15,0.62,
65.79,0.16,1.61,-3.19,0.49,0.13,0.57,
65.793,0.30,1.31,-3.33,0.49,0.13,0.57,
65.794,0.30,1.31,-3.33,0.44,0.11,0.52,
65.795,0.30,1.31,-3.33,0.38,0.09,0.47,
65.798,0.39,0.99,-3.41,0.38,0.09,0.47,
65.799,0.39,0.99,-3.41,0.33,0.08,0.43,
65.801,0.39,0.99,-3.41,0.27,0.06,0.38,
65.802,0.50,0.61,-3.43,0.27,0.06,0.38,
65.803,0.50,0.61,-3.43,0.21,0.04,0.34,
65.805,0.50,0.61,-3.43,0.16,0.02,0.30,
65.808,0.64,0.22,-3.43,0.16,0.02,0.30,
65.809,0.64,0.22,-3.43,0.10,-0.01,0.27,
65.81,0.64,0.22,-3.43,0.03,-0.03,0.23,
65.812,0.77,-0.17,-3.40,0.03,-0.03,0.23,
65.813,0.77,-0.17,-3.40,-0.03,-0.04,0.20,
65.815,0.77,-0.17,-3.40,-0.09,-0.06,0.17,
65.817,0.77,-0.17,-3.40,-0.15,-0.08,0.15,
65.818,0.90,-0.56,-3.31,-0.15,-0.08,0.15,
65.82,0.90,-0.56,-3.31,-0.21,-0.10,0.13,
65.822,1.01,-0.96,-3.22,-0.21,-0.10,0.13,
65.823,1.01,-0.96,-3.22,-0.28,-0.12,0.11,
65.825,1.01,-0.96,-3.22,-0.34,-0.13,0.10,
65.826,1.01,-0.96,-3.22,-0.40,-0.15,0.10,
65.827,1.09,-1.31,-3.08,-0.40,-0.15,0.10,
65.832,1.09,-1.31,-3.08,-0.46,-0.16,0.09,
65.833,1.13,-1.66,-2.93,-0.46,-0.16,0.09,
65.833,1.13,-1.66,-2.93,-0.52,-0.17,0.10,
65.834,1.13,-1.66,-2.93,-0.57,-0.18,0.11,
65.836,1.15,-1.96,-2.75,-0.57,-0.18,0.11,
65.836,1.15,-1.96,-2.75,-0.63,-0.18,0.12,
65.84,1.15,-1.96,-2.75,-0.69,-0.18,0.14,
65.841,1.15,-1.96,-2.75,-0.74,-0.18,0.17,
65.841,1.14,-2.18,-2.55,-0.74,-0.18,0.17,
65.852,1.14,-2.18,-2.55,-0.79,-0.17,0.21,
65.852,1.05,-2.26,-2.32,-0.79,-0.17,0.21,
65.853,1.05,-2.26,-2.32,-0.84,-0.16,0.25,
65.853,1.05,-2.26,-2.32,-0.89,-0.13,0.29,
65.853,1.05,-2.26,-2.32,-0.93,-0.11,0.33,
65.853,0.96,-2.45,-2.22,-0.93,-0.11,0.33,
65.854,0.96,-2.45,-2.22,-0.98,-0.08,0.38,
65.856,0.96,-2.45,-2.22,-1.03,-0.06,0.43,
65.856,0.93,-2.52,-2.07,-1.03,-0.06,0.43,
65.859,0.93,-2.52,-2.07,-1.07,-0.03,0.49,
65.861,0.85,-2.48,-1.83,-1.07,-0.03,0.49,
65.861,0.85,-2.48,-1.83,-1.11,0.00,0.54,
65.863,0.85,-2.48,-1.83,-1.15,0.03,0.60,
65.866,0.85,-2.48,-1.83,-1.19,0.07,0.65,
65.867,0.74,-2.36,-1.57,-1.19,0.07,0.65,
65.867,0.74,-2.36,-1.57,-1.22,0.10,0.70,
65.871,0.64,-2.18,-1.34,-1.22,0.10,0.70,
65.871,0.64,-2.18,-1.34,-1.25,0.13,0.75,
65.872,0.64,-2.18,-1.34,-1.28,0.16,0.79,
65.876,0.64,-2.18,-1.34,-1.31,0.19,0.83,
65.876,0.59,-1.99,-1.08,-1.31,0.19,0.83,
65.879,0.59,-1.99,-1.08,-1.34,0.22,0.87,
65.88,0.53,-1.76,-0.87,-1.34,0.22,0.87,
65.88,0.53,-1.76,-0.87,-1.36,0.25,0.90,
65.883,0.53,-1.76,-0.87,-1.38,0.27,0.93,
65.885,0.53,-1.76,-0.87,-1.40,0.29,0.96,
65.885,0.50,-1.47,-0.65,-1.40,0.29,0.96,
65.888,0.50,-1.47,-0.65,-1.42,0.31,0.98,
65.89,0.50,-1.47,-0.65,-1.44,0.33,1.00,
65.89,0.47,-1.14,-0.40,-1.44,0.33,1.00,
65.893,0.47,-1.14,-0.40,-1.45,0.35,1.01,
65.898,0.49,-0.82,-0.20,-1.45,0.35,1.01,
65.899,0.49,-0.82,-0.20,-1.46,0.37,1.02,
65.899,0.49,-0.82,-0.20,-1.47,0.38,1.03,
65.9,0.49,-0.82,-0.20,-1.47,0.40,1.04,
65.9,0.49,-0.53,0.02,-1.47,0.40,1.04,
65.902,0.49,-0.53,0.02,-1.47,0.41,1.04,
65.904,0.49,-0.53,0.02,-1.47,0.42,1.03,
65.905,0.49,-0.24,0.24,-1.47,0.42,1.03,
65.906,0.49,-0.24,0.24,-1.47,0.43,1.03,
65.909,0.56,0.04,0.43,-1.47,0.43,1.03,
65.91,0.56,0.04,0.43,-1.46,0.44,1.02,
65.912,0.56,0.04,0.43,-1.46,0.46,1.01,
65.914,0.56,0.29,0.61,-1.46,0.46,1.01,
65.915,0.56,0.29,0.61,-1.45,0.47,0.99,
65.916,0.56,0.29,0.61,-1.43,0.47,0.97,
65.919,0.59,0.54,0.83,-1.43,0.47,0.97,
65.919,0.59,0.54,0.83,-1.42,0.48,0.95,
65.922,0.59,0.54,0.83,-1.40,0.49,0.93,
65.924,0.65,0.75,1.05,-1.40,0.49,0.93,
65.924,0.65,0.75,1.05,-1.37,0.49,0.90,
65.926,0.65,0.75,1.05,-1.35,0.49,0.87,
65.929,0.65,0.75,1.05,-1.32,0.49,0.84,
65.929,0.71,0.93,1.27,-1.32,0.49,0.84,
65.931,0.71,0.93,1.27,-1.29,0.49,0.80,
65.933,0.80,1.08,1.50,-1.29,0.49,0.80,
65.933,0.80,1.08,1.50,-1.26,0.49,0.76,
65.936,0.80,1.08,1.50,-1.23,0.48,0.72,
65.938,0.87,1.15,1.70,-1.23,0.48,0.72,
65.938,0.87,1.15,1.70,-1.19,0.48,0.68,
65.942,0.87,1.15,1.70,-1.15,0.47,0.64,
65.944,0.95,1.21,1.86,-1.15,0.47,0.64,
65.944,0.95,1.21,1.86,-1.11,0.47,0.59,
65.945,0.95,1.21,1.86,-1.07,0.47,0.54,
65.948,0.97,1.22,1.96,-1.07,0.47,0.54,
65.948,0.97,1.22,1.96,-1.02,0.47,0.50,
65.95,0.97,1.22,1.96,-0.98,0.47,0.46,
65.953,0.97,1.22,1.96,-0.93,0.48,0.42,
65.953,0.96,1.26,2.05,-0.93,0.48,0.42,
65.955,0.96,1.26,2.05,-0.88,0.48,0.38,
65.958,0.93,1.33,2.13,-0.88,0.48,0.38,
65.958,0.93,1.33,2.13,-0.83,0.49,0.34,
65.959,0.93,1.33,2.13,-0.78,0.49,0.31,
65.962,0.93,1.33,2.13,-0.72,0.50,0.27,
65.962,0.83,1.30,2.14,-0.72,0.50,0.27,
65.964,0.83,1.30,2.14,-0.67,0.52,0.24,
65.967,0.78,1.25,2.11,-0.67,0.52,0.24,
65.967,0.78,1.25,2.11,-0.62,0.53,0.22,
65.97,0.78,1.25,2.11,-0.57,0.54,0.20,
65.972,0.64,1.22,2.02,-0.57,0.54,0.20,
65.972,0.64,1.22,2.02,-0.53,0.56,0.18,
65.974,0.64,1.22,2.02,-0.48,0.58,0.16,
65.979,0.64,1.22,2.02,-0.44,0.59,0.16,
65.979,0.43,1.19,1.88,-0.44,0.59,0.16,
65.98,0.43,1.19,1.88,-0.40,0.61,0.15,
65.981,0.24,1.17,1.71,-0.40,0.61,0.15,
65.982,0.24,1.17,1.71,-0.36,0.63,0.15,
65.985,0.24,1.17,1.71,-0.33,0.64,0.15,
65.986,0.24,1.17,1.71,-0.31,0.66,0.16,
65.987,0.07,1.15,1.48,-0.31,0.66,0.16,
65.989,0.07,1.15,1.48,-0.28,0.68,0.16,
65.993,0.07,1.15,1.48,-0.26,0.70,0.17,
65.994,-0.02,1.07,1.24,-0.26,0.70,0.17,
65.994,-0.02,1.07,1.24,-0.24,0.72,0.18,
65.997,-0.02,1.07,1.24,-0.22,0.73,0.19,
65.998,-0.13,1.01,1.01,-0.22,0.73,0.19,
65.998,-0.13,1.01,1.01,-0.20,0.75,0.20,
66.002,-0.20,0.94,0.83,-0.20,0.75,0.20,
66.002,-0.20,0.94,0.83,-0.18,0.76,0.22,
66.003,-0.20,0.94,0.83,-0.17,0.78,0.23,
66.006,-0.26,0.92,0.66,-0.17,0.78,0.23,
66.007,-0.26,0.92,0.66,-0.15,0.79,0.24,
66.008,-0.26,0.92,0.66,-0.14,0.80,0.26,
66.011,-0.26,0.92,0.66,-0.13,0.81,0.28,
66.011,-0.32,0.92,0.48,-0.13,0.81,0.28,
66.018,-0.32,0.92,0.48,-0.12,0.82,0.29,
66.019,-0.35,0.95,0.41,-0.12,0.82,0.29,
66.019,-0.35,0.95,0.41,-0.10,0.82,0.31,
66.019,-0.35,0.95,0.41,-0.09,0.82,0.33,
66.021,-0.35,0.95,0.41,-0.08,0.82,0.34,
66.021,-0.34,0.97,0.31,-0.08,0.82,0.34,
66.022,-0.34,0.97,0.31,-0.06,0.82,0.36,
66.026,-0.34,1.00,0.22,-0.06,0.82,0.36,
66.027,-0.34,1.00,0.22,-0.04,0.82,0.38,
66.028,-0.34,1.00,0.22,-0.03,0.82,0.40,
66.038,-0.33,1.07,0.15,-0.03,0.82,0.40,
66.038,-0.33,1.07,0.15,-0.01,0.81,0.41,
66.038,-0.33,1.07,0.15,-0.00,0.80,0.43,
66.038,-0.34,1.15,0.05,-0.00,0.80,0.43,
66.038,-0.34,1.15,0.05,0.02,0.80,0.45,
66.039,-0.34,1.15,0.05,0.03,0.78,0.46,
66.041,-0.34,1.15,0.05,0.05,0.77,0.48,
66.041,-0.33,1.24,-0.06,0.05,0.77,0.48,
66.042,-0.33,1.24,-0.06,0.06,0.76,0.49,
66.045,-0.32,1.34,-0.15,0.06,0.76,0.49,
66.045,-0.32,1.34,-0.15,0.08,0.74,0.50,
66.048,-0.32,1.34,-0.15,0.09,0.72,0.52,
66.05,-0.29,1.42,-0.25,0.09,0.72,0.52,
66.05,-0.29,1.42,-0.25,0.11,0.70,0.53,
66.052,-0.29,1.42,-0.25,0.12,0.68,0.54,
66.055,-0.27,1.54,-0.36,0.12,0.68,0.54,
66.058,-0.27,1.54,-0.36,0.14,0.66,0.55,
66.058,-0.27,1.54,-0.36,0.15,0.64,0.56,
66.059,-0.27,1.54,-0.36,0.16,0.61,0.56,
66.059,-0.28,1.62,-0.46,0.16,0.61,0.56,
66.062,-0.28,1.62,-0.46,0.17,0.59,0.57,
66.064,-0.26,1.73,-0.56,0.17,0.59,0.57,
66.065,-0.26,1.73,-0.56,0.18,0.57,0.58,
66.066,-0.26,1.73,-0.56,0.19,0.54,0.58,
66.069,-0.26,1.84,-0.65,0.19,0.54,0.58,
66.069,-0.26,1.84,-0.65,0.20,0.52,0.59,
66.071,-0.26,1.84,-0.65,0.21,0.49,0.60,
66.074,-0.26,1.84,-0.65,0.22,0.47,0.60,
66.075,-0.28,1.98,-0.75,0.22,0.47,0.60,
66.076,-0.28,1.98,-0.75,0.23,0.45,0.61,
66.079,-0.32,2.11,-0.84,0.23,0.45,0.61,
66.08,-0.32,2.11,-0.84,0.24,0.42,0.61,
66.082,-0.32,2.11,-0.84,0.24,0.40,0.62,
66.084,-0.33,2.18,-0.93,0.24,0.40,0.62,
66.084,-0.33,2.18,-0.93,0.25,0.37,0.62,
66.085,-0.33,2.18,-0.93,0.25,0.34,0.62,
66.089,-0.33,2.18,-0.93,0.26,0.32,0.63,
66.089,-0.31,2.28,-0.99,0.26,0.32,0.63,
66.091,-0.31,2.28,-0.99,0.26,0.30,0.63,
66.093,-0.31,2.28,-0.99,0.27,0.27,0.63,
66.095,-0.28,2.32,-1.05,0.27,0.27,0.63,
66.096,-0.28,2.32,-1.05,0.27,0.25,0.63,
66.098,-0.28,2.32,-1.05,0.27,0.23,0.63,
66.099,-0.24,2.36,-1.14,0.27,0.23,0.63,
66.1,-0.24,2.36,-1.14,0.27,0.21,0.63,
66.102,-0.20,2.39,-1.21,0.27,0.21,0.63,
66.102,-0.20,2.39,-1.21,0.27,0.19,0.63,
66.105,-0.20,2.39,-1.21,0.27,0.17,0.63,
66.108,-0.20,2.41,-1.27,0.27,0.17,0.63,
66.108,-0.20,2.41,-1.27,0.27,0.16,0.63,
66.111,-0.20,2.41,-1.27,0.27,0.14,0.63,
66.113,-0.20,2.41,-1.27,0.27,0.13,0.63,
66.113,-0.16,2.43,-1.32,0.27,0.13,0.63,
66.114,-0.16,2.43,-1.32,0.27,0.11,0.63,
66.118,-0.10,2.43,-1.36,0.27,0.11,0.63,
66.118,-0.10,2.43,-1.36,0.27,0.10,0.63,
66.119,-0.10,2.43,-1.36,0.27,0.09,0.63,
66.122,-0.10,2.43,-1.36,0.27,0.07,0.63,
66.122,-0.02,2.41,-1.37,0.27,0.07,0.63,
66.124,-0.02,2.41,-1.37,0.27,0.06,0.63,
66.138,0.07,2.36,-1.38,0.27,0.06,0.63,
66.138,0.07,2.36,-1.38,0.27,0.04,0.63,
66.138,0.07,2.36,-1.38,0.27,0.03,0.63,
66.138,0.15,2.32,-1.34,0.27,0.03,0.63,
66.138,0.15,2.32,-1.34,0.27,0.01,0.62,
66.138,0.15,2.32,-1.34,0.27,-0.01,0.62,
66.139,0.27,2.23,-1.33,0.27,-0.01,0.62,
66.139,0.27,2.23,-1.33,0.27,-0.02,0.62,
66.139,0.27,2.23,-1.33,0.27,-0.04,0.62,
66.142,0.27,2.23,-1.33,0.27,-0.06,0.62,
66.142,0.43,2.14,-1.31,0.27,-0.06,0.62,
66.152,0.43,2.14,-1.31,0.27,-0.08,0.61,
66.152,0.57,2.02,-1.31,0.27,-0.08,0.61,
66.152,0.57,2.02,-1.31,0.27,-0.10,0.61,
66.152,0.57,2.02,-1.31,0.27,-0.12,0.61,
66.152,0.73,1.88,-1.30,0.27,-0.12,0.61,
66.153,0.73,1.88,-1.30,0.27,-0.14,0.61,
66.154,0.73,1.88,-1.30,0.27,-0.16,0.61,
66.157,0.93,1.71,-1.30,0.27,-0.16,0.61,
66.157,0.93,1.71,-1.30,0.26,-0.18,0.61,
66.158,0.93,1.71,-1.30,0.26,-0.20,0.61,
66.161,1.16,1.55,-1.29,0.26,-0.20,0.61,
66.161,1.16,1.55,-1.29,0.26,-0.22,0.61,
66.164,1.16,1.55,-1.29,0.26,-0.24,0.60,
66.165,1.40,1.31,-1.29,0.26,-0.24,0.60,
66.166,1.40,1.31,-1.29,0.25,-0.26,0.60,
66.168,1.40,1.31,-1.29,0.24,-0.28,0.61,
66.171,1.40,1.31,-1.29,0.24,-0.30,0.61,
66.171,1.61,1.08,-1.28,0.24,-0.30,0.61,
66.173,1.61,1.08,-1.28,0.23,-0.32,0.61,
66.175,1.61,1.08,-1.28,0.22,-0.34,0.61,
66.176,1.86,0.86,-1.22,0.22,-0.34,0.61,
66.178,1.86,0.86,-1.22,0.21,-0.36,0.61,
66.18,1.86,0.86,-1.22,0.21,-0.38,0.62,
66.18,2.07,0.65,-1.17,0.21,-0.38,0.62,
66.183,2.07,0.65,-1.17,0.20,-0.40,0.63,
66.187,2.07,0.65,-1.17,0.19,-0.41,0.64,
66.188,2.23,0.48,-1.12,0.19,-0.41,0.64,
66.19,2.23,0.48,-1.12,0.18,-0.43,0.65,
66.191,2.37,0.34,-1.05,0.18,-0.43,0.65,
66.192,2.37,0.34,-1.05,0.18,-0.44,0.66,
66.193,2.37,0.34,-1.05,0.17,-0.45,0.68,
66.196,2.47,0.25,-0.96,0.17,-0.45,0.68,
66.196,2.47,0.25,-0.96,0.17,-0.47,0.70,
66.198,2.47,0.25,-0.96,0.16,-0.48,0.71,
66.199,2.59,0.17,-0.85,0.16,-0.48,0.71,
66.2,2.59,0.17,-0.85,0.16,-0.49,0.73,
66.203,2.59,0.17,-0.85,0.16,-0.51,0.75,
66.205,2.59,0.17,-0.85,0.15,-0.52,0.77,
66.205,2.76,0.12,-0.73,0.15,-0.52,0.77,
66.207,2.76,0.12,-0.73,0.15,-0.55,0.78,
66.212,2.99,0.06,-0.58,0.15,-0.55,0.78,
66.212,2.99,0.06,-0.58,0.15,-0.57,0.80,
66.213,2.99,0.06,-0.58,0.14,-0.60,0.81,
66.215,3.32,-0.09,-0.45,0.14,-0.60,0.81,
66.216,3.32,-0.09,-0.45,0.14,-0.63,0.81,
66.221,3.32,-0.09,-0.45,0.13,-0.67,0.81,
66.222,3.32,-0.09,-0.45,0.13,-0.71,0.81,
66.222,3.74,-0.32,-0.31,0.13,-0.71,0.81,
66.223,3.74,-0.32,-0.31,0.12,-0.75,0.81,
66.225,3.74,-0.32,-0.31,0.11,-0.79,0.79,
66.225,4.20,-0.60,-0.17,0.11,-0.79,0.79,
66.226,4.20,-0.60,-0.17,0.10,-0.84,0.78,
66.231,4.20,-0.60,-0.17,0.09,-0.87,0.77,
66.232,4.61,-0.90,-0.03,0.09,-0.87,0.77,
66.232,4.61,-0.90,-0.03,0.08,-0.91,0.76,
66.234,4.61,-0.90,-0.03,0.08,-0.94,0.75,
66.234,4.97,-1.16,0.10,0.08,-0.94,0.75,
66.236,4.97,-1.16,0.10,0.07,-0.97,0.73,
66.238,5.23,-1.33,0.22,0.07,-0.97,0.73,
66.238,5.23,-1.33,0.22,0.07,-0.99,0.73,
66.241,5.23,-1.33,0.22,0.07,-1.01,0.72,
66.243,5.23,-1.33,0.22,0.08,-1.02,0.71,
66.243,5.38,-1.40,0.36,0.08,-1.02,0.71,
66.248,5.38,-1.40,0.36,0.08,-1.02,0.71,
66.248,5.48,-1.35,0.46,0.08,-1.02,0.71,
66.248,5.48,-1.35,0.46,0.09,-1.02,0.71,
66.25,5.48,-1.35,0.46,0.10,-1.02,0.70,
66.253,5.48,-1.35,0.46,0.12,-1.02,0.70,
66.253,5.69,-1.44,0.57,0.12,-1.02,0.70,
66.255,5.69,-1.44,0.57,0.13,-1.01,0.70,
66.257,5.94,-1.52,0.70,0.13,-1.01,0.70,
66.257,5.94,-1.52,0.70,0.14,-1.00,0.69,
66.261,5.94,-1.52,0.70,0.16,-0.99,0.68,
66.263,6.17,-1.60,0.69,0.16,-0.99,0.68,
66.263,6.17,-1.60,0.69,0.17,-0.96,0.67,
66.265,6.17,-1.60,0.69,0.19,-0.94,0.67,
66.268,6.33,-1.57,0.72,0.19,-0.94,0.67,
66.268,6.33,-1.57,0.72,0.21,-0.91,0.66,
66.27,6.33,-1.57,0.72,0.22,-0.87,0.65,
66.272,6.33,-1.57,0.72,0.24,-0.83,0.64,
66.272,6.42,-1.47,0.72,0.24,-0.83,0.64,
66.275,6.42,-1.47,0.72,0.26,-0.79,0.63,
66.284,6.42,-1.47,0.72,0.28,-0.74,0.62,
66.284,6.38,-1.30,0.67,0.28,-0.74,0.62,
66.285,6.38,-1.30,0.67,0.30,-0.68,0.61,
66.285,6.27,-1.11,0.62,0.30,-0.68,0.61,
66.285,6.27,-1.11,0.62,0.32,-0.62,0.59,
66.285,6.27,-1.11,0.62,0.34,-0.56,0.58,
66.287,6.02,-0.69,0.55,0.34,-0.56,0.58,
66.287,6.02,-0.69,0.55,0.36,-0.49,0.57,
66.289,6.02,-0.69,0.55,0.38,-0.43,0.56,
66.291,6.02,-0.69,0.55,0.40,-0.37,0.55,
66.292,5.64,-0.08,0.46,0.40,-0.37,0.55,
66.295,5.64,-0.08,0.46,0.42,-0.30,0.54,
66.296,5.64,-0.08,0.46,0.43,-0.25,0.52,
66.297,5.14,0.62,0.35,0.43,-0.25,0.52,
66.299,5.14,0.62,0.35,0.45,-0.19,0.51,
66.302,4.63,1.35,0.22,0.45,-0.19,0.51,
66.302,4.63,1.35,0.22,0.47,-0.14,0.49,
66.303,4.63,1.35,0.22,0.48,-0.10,0.48,
66.307,4.19,1.99,0.20,0.48,-0.10,0.48,
66.307,4.19,1.99,0.20,0.49,-0.07,0.45,
66.308,4.19,1.99,0.20,0.51,-0.04,0.43,
66.313,3.81,2.56,0.18,0.51,-0.04,0.43,
66.313,3.81,2.56,0.18,0.52,-0.01,0.39,
66.313,3.81,2.56,0.18,0.53,0.01,0.35,
66.316,3.55,3.05,0.09,0.53,0.01,0.35,
66.317,3.55,3.05,0.09,0.54,0.03,0.31,
66.319,3.55,3.05,0.09,0.54,0.05,0.26,
66.32,3.38,3.44,-0.03,0.54,0.05,0.26,
66.32,3.38,3.44,-0.03,0.55,0.06,0.21,
66.324,3.38,3.44,-0.03,0.55,0.07,0.15,
66.326,3.24,3.77,-0.17,0.55,0.07,0.15,
66.326,3.24,3.77,-0.17,0.56,0.07,0.09,
66.328,3.24,3.77,-0.17,0.56,0.07,0.02,
66.331,3.08,4.01,-0.27,0.56,0.07,0.02,
66.331,3.08,4.01,-0.27,0.56,0.07,-0.05,
66.332,3.08,4.01,-0.27,0.57,0.07,-0.13,
66.336,2.94,4.17,-0.34,0.57,0.07,-0.13,
66.336,2.94,4.17,-0.34,0.57,0.06,-0.21,
66.337,2.94,4.17,-0.34,0.58,0.04,-0.29,
66.34,2.76,4.34,-0.34,0.58,0.04,-0.29,
66.341,2.76,4.34,-0.34,0.58,0.02,-0.37,
66.344,2.76,4.34,-0.34,0.59,-0.00,-0.45,
66.345,2.76,4.34,-0.34,0.59,-0.03,-0.54,
66.345,2.57,4.45,-0.26,0.59,-0.03,-0.54,
66.347,2.57,4.45,-0.26,0.60,-0.05,-0.62,
66.349,2.40,4.46,-0.27,0.60,-0.05,-0.62,
66.35,2.40,4.46,-0.27,0.61,-0.08,-0.70,
66.353,2.40,4.46,-0.27,0.62,-0.11,-0.78,
66.355,2.17,4.37,-0.31,0.62,-0.11,-0.78,
66.355,2.17,4.37,-0.31,0.62,-0.14,-0.86,
66.358,2.17,4.37,-0.31,0.63,-0.17,-0.93,
66.361,2.17,4.37,-0.31,0.64,-0.20,-1.01,
66.362,1.96,4.20,-0.32,0.64,-0.20,-1.01,
66.362,1.96,4.20,-0.32,0.65,-0.23,-1.08,
66.365,1.96,4.20,-0.32,0.65,-0.26,-1.14,
66.366,1.77,3.99,-0.35,0.65,-0.26,-1.14,
66.367,1.77,3.99,-0.35,0.66,-0.29,-1.21,
66.37,1.57,3.67,-0.40,0.66,-0.29,-1.21,
66.371,1.57,3.67,-0.40,0.66,-0.32,-1.27,
66.372,1.57,3.67,-0.40,0.66,-0.35,-1.32,
66.374,1.57,3.67,-0.40,0.67,-0.37,-1.37,
66.374,1.43,3.34,-0.42,0.67,-0.37,-1.37,
66.378,1.43,3.34,-0.42,0.67,-0.40,-1.42,
66.381,1.43,3.34,-0.42,0.67,-0.42,-1.47,
66.382,1.28,2.95,-0.45,0.67,-0.42,-1.47,
66.382,1.28,2.95,-0.45,0.67,-0.45,-1.51,
66.384,1.28,2.95,-0.45,0.67,-0.47,-1.54,
66.385,1.17,2.53,-0.49,0.67,-0.47,-1.54,
66.387,1.17,2.53,-0.49,0.67,-0.49,-1.57,
