
time,ax,ay,az,wx,wy,wz,
27.935,-0.30,0.61,-0.56,1.20,-2.70,0.29,
27.936,-0.30,0.61,-0.56,1.19,-2.58,0.29,
27.939,0.14,0.53,-1.02,1.19,-2.58,0.29,
27.939,0.14,0.53,-1.02,1.17,-2.46,0.29,
27.942,0.14,0.53,-1.02,1.15,-2.31,0.29,
27.944,0.14,0.53,-1.02,1.12,-2.15,0.28,
27.944,0.55,0.54,-1.51,1.12,-2.15,0.28,
27.947,0.55,0.54,-1.51,1.09,-1.98,0.28,
27.949,0.89,0.58,-1.96,1.09,-1.98,0.28,
27.949,0.89,0.58,-1.96,1.05,-1.80,0.27,
27.951,0.89,0.58,-1.96,1.00,-1.62,0.27,
27.953,1.17,0.61,-2.35,1.00,-1.62,0.27,
27.954,1.17,0.61,-2.35,0.95,-1.42,0.26,
27.956,1.17,0.61,-2.35,0.89,-1.23,0.26,
27.958,1.17,0.61,-2.35,0.83,-1.03,0.25,
27.959,1.49,0.63,-2.64,0.83,-1.03,0.25,
27.961,1.49,0.63,-2.64,0.76,-0.83,0.23,
27.964,1.49,0.63,-2.64,0.70,-0.63,0.22,
27.964,1.80,0.63,-2.84,0.70,-0.63,0.22,
27.966,1.80,0.63,-2.84,0.63,-0.44,0.21,
27.968,2.07,0.54,-2.99,0.63,-0.44,0.21,
27.968,2.07,0.54,-2.99,0.56,-0.24,0.19,
27.97,2.07,0.54,-2.99,0.49,-0.05,0.17,
27.973,2.32,0.48,-3.07,0.49,-0.05,0.17,
27.973,2.32,0.48,-3.07,0.42,0.14,0.15,
27.975,2.32,0.48,-3.07,0.36,0.32,0.12,
27.979,2.51,0.43,-3.10,0.36,0.32,0.12,
27.979,2.51,0.43,-3.10,0.29,0.49,0.09,
27.984,2.51,0.43,-3.10,0.22,0.66,0.07,
27.984,2.51,0.43,-3.10,0.16,0.82,0.04,
27.984,2.61,0.42,-3.06,0.16,0.82,0.04,
27.986,2.61,0.42,-3.06,0.11,0.96,0.01,
27.988,2.61,0.42,-3.06,0.05,1.09,-0.02,
27.988,2.62,0.40,-2.93,0.05,1.09,-0.02,
27.99,2.62,0.40,-2.93,0.00,1.20,-0.05,
27.992,2.62,0.40,-2.93,-0.04,1.31,-0.09,
27.992,2.52,0.45,-2.73,-0.04,1.31,-0.09,
27.995,2.52,0.45,-2.73,-0.09,1.40,-0.12,
28.0,2.52,0.45,-2.73,-0.12,1.48,-0.15,
28.0,2.43,0.45,-2.46,-0.12,1.48,-0.15,
28.0,2.43,0.45,-2.46,-0.16,1.55,-0.19,
28.003,2.37,0.34,-2.22,-0.16,1.55,-0.19,
28.004,2.37,0.34,-2.22,-0.19,1.60,-0.22,
28.004,2.37,0.34,-2.22,-0.22,1.65,-0.26,
28.006,2.29,0.12,-2.00,-0.22,1.65,-0.26,
28.007,2.29,0.12,-2.00,-0.25,1.70,-0.30,
28.009,2.29,0.12,-2.00,-0.28,1.73,-0.34,
28.012,2.29,0.12,-2.00,-0.30,1.75,-0.37,
28.012,2.20,-0.16,-1.81,-0.30,1.75,-0.37,
28.014,2.20,-0.16,-1.81,-0.32,1.76,-0.40,
28.016,2.05,-0.50,-1.63,-0.32,1.76,-0.40,
28.016,2.05,-0.50,-1.63,-0.34,1.76,-0.43,
28.018,2.05,-0.50,-1.63,-0.35,1.75,-0.45,
28.021,1.76,-0.79,-1.42,-0.35,1.75,-0.45,
28.021,1.76,-0.79,-1.42,-0.36,1.73,-0.46,
28.023,1.76,-0.79,-1.42,-0.37,1.69,-0.47,
28.026,1.34,-1.01,-1.20,-0.37,1.69,-0.47,
28.027,1.34,-1.01,-1.20,-0.38,1.65,-0.48,
28.029,1.34,-1.01,-1.20,-0.38,1.59,-0.47,
28.031,1.34,-1.01,-1.20,-0.37,1.52,-0.47,
28.032,0.92,-1.14,-0.95,-0.37,1.52,-0.47,
28.033,0.92,-1.14,-0.95,-0.37,1.44,-0.45,
28.036,0.51,-1.22,-0.64,-0.37,1.44,-0.45,
28.036,0.51,-1.22,-0.64,-0.35,1.35,-0.44,
28.038,0.51,-1.22,-0.64,-0.34,1.24,-0.42,
28.04,0.51,-1.22,-0.64,-0.32,1.13,-0.40,
28.041,0.16,-1.28,-0.36,-0.32,1.13,-0.40,
28.043,0.16,-1.28,-0.36,-0.29,1.02,-0.38,
28.045,0.16,-1.28,-0.36,-0.26,0.89,-0.35,
28.047,-0.13,-1.31,-0.11,-0.26,0.89,-0.35,
28.048,-0.13,-1.31,-0.11,-0.23,0.76,-0.32,
28.05,-0.13,-1.31,-0.11,-0.20,0.63,-0.29,
28.05,-0.38,-1.36,0.11,-0.20,0.63,-0.29,
28.053,-0.38,-1.36,0.11,-0.17,0.50,-0.26,
28.055,-0.55,-1.40,0.25,-0.17,0.50,-0.26,
28.055,-0.55,-1.40,0.25,-0.13,0.36,-0.23,
28.057,-0.55,-1.40,0.25,-0.10,0.22,-0.20,
28.06,-0.68,-1.42,0.38,-0.10,0.22,-0.20,
28.06,-0.68,-1.42,0.38,-0.07,0.09,-0.18,
28.064,-0.68,-1.42,0.38,-0.03,-0.05,-0.15,
28.065,-0.68,-1.42,0.38,-0.00,-0.18,-0.12,
28.066,-0.74,-1.43,0.44,-0.00,-0.18,-0.12,
28.067,-0.74,-1.43,0.44,0.03,-0.31,-0.10,
28.07,-0.74,-1.43,0.45,0.03,-0.31,-0.10,
28.07,-0.74,-1.43,0.45,0.05,-0.43,-0.08,
28.072,-0.74,-1.43,0.45,0.08,-0.54,-0.06,
28.075,-0.74,-1.43,0.45,0.10,-0.65,-0.04,
28.075,-0.66,-1.44,0.42,0.10,-0.65,-0.04,
28.077,-0.66,-1.44,0.42,0.12,-0.74,-0.02,
28.079,-0.66,-1.44,0.42,0.14,-0.83,-0.00,
28.08,-0.58,-1.43,0.33,0.14,-0.83,-0.00,
28.083,-0.58,-1.43,0.33,0.15,-0.91,0.01,
28.084,-0.58,-1.43,0.33,0.17,-0.98,0.03,
28.084,-0.51,-1.45,0.25,0.17,-0.98,0.03,
28.086,-0.51,-1.45,0.25,0.18,-1.04,0.05,
28.089,-0.50,-1.36,0.21,0.18,-1.04,0.05,
28.089,-0.50,-1.36,0.21,0.19,-1.10,0.07,
28.091,-0.50,-1.36,0.21,0.20,-1.14,0.09,
28.094,-0.50,-1.21,0.17,0.20,-1.14,0.09,
28.095,-0.50,-1.21,0.17,0.21,-1.18,0.11,
28.1,-0.50,-1.21,0.17,0.23,-1.21,0.14,
28.101,-0.50,-1.21,0.17,0.24,-1.23,0.16,
28.101,-0.47,-0.95,0.19,0.24,-1.23,0.16,
28.102,-0.47,-0.95,0.19,0.25,-1.24,0.19,
28.108,-0.35,-0.68,0.17,0.25,-1.24,0.19,
28.108,-0.35,-0.68,0.17,0.26,-1.23,0.21,
28.108,-0.35,-0.68,0.17,0.27,-1.22,0.23,
28.114,-0.15,-0.41,0.12,0.27,-1.22,0.23,
28.115,-0.15,-0.41,0.12,0.29,-1.19,0.24,
28.115,-0.15,-0.41,0.12,0.30,-1.16,0.26,
28.115,0.13,-0.26,-0.01,0.30,-1.16,0.26,
28.115,0.13,-0.26,-0.01,0.30,-1.11,0.27,
28.115,0.13,-0.26,-0.01,0.31,-1.06,0.27,
28.119,0.13,-0.26,-0.01,0.31,-0.99,0.28,
28.119,0.41,-0.12,-0.17,0.31,-0.99,0.28,
28.12,0.41,-0.12,-0.17,0.31,-0.92,0.28,
28.123,0.72,0.05,-0.36,0.31,-0.92,0.28,
28.123,0.72,0.05,-0.36,0.30,-0.84,0.28,
28.125,0.72,0.05,-0.36,0.29,-0.75,0.27,
28.128,1.03,0.17,-0.55,0.29,-0.75,0.27,
28.128,1.03,0.17,-0.55,0.28,-0.64,0.26,
28.13,1.03,0.17,-0.55,0.26,-0.54,0.25,
28.133,1.36,0.26,-0.78,0.26,-0.54,0.25,
28.133,1.36,0.26,-0.78,0.24,-0.42,0.23,
28.135,1.36,0.26,-0.78,0.22,-0.30,0.22,
28.137,1.59,0.29,-1.06,0.22,-0.30,0.22,
28.138,1.59,0.29,-1.06,0.19,-0.17,0.20,
28.14,1.59,0.29,-1.06,0.16,-0.04,0.17,
28.142,1.59,0.29,-1.06,0.13,0.10,0.15,
28.143,1.77,0.28,-1.30,0.13,0.10,0.15,
28.145,1.77,0.28,-1.30,0.09,0.23,0.13,
28.147,1.91,0.30,-1.46,0.09,0.23,0.13,
28.148,1.91,0.30,-1.46,0.06,0.36,0.10,
28.149,1.91,0.30,-1.46,0.02,0.49,0.07,
28.152,1.91,0.30,-1.46,-0.02,0.61,0.04,
28.152,2.01,0.30,-1.54,-0.02,0.61,0.04,
28.154,2.01,0.30,-1.54,-0.05,0.73,0.01,
28.157,2.07,0.29,-1.54,-0.05,0.73,0.01,
28.157,2.07,0.29,-1.54,-0.09,0.83,-0.02,
28.159,2.07,0.29,-1.54,-0.12,0.93,-0.05,
28.162,2.07,0.29,-1.54,-0.16,1.02,-0.08,
28.163,2.09,0.30,-1.40,-0.16,1.02,-0.08,
28.167,2.09,0.30,-1.40,-0.18,1.10,-0.11,
28.168,2.09,0.30,-1.40,-0.21,1.17,-0.14,
28.168,2.07,0.30,-1.22,-0.21,1.17,-0.14,
28.169,2.07,0.30,-1.22,-0.24,1.23,-0.17,
28.172,2.07,0.30,-1.22,-0.25,1.28,-0.20,
28.172,1.97,0.32,-1.00,-0.25,1.28,-0.20,
28.174,1.97,0.32,-1.00,-0.27,1.32,-0.23,
28.177,1.97,0.32,-1.00,-0.28,1.36,-0.26,
28.177,1.84,0.31,-0.78,-0.28,1.36,-0.26,
28.185,1.84,0.31,-0.78,-0.29,1.39,-0.29,
28.186,1.72,0.28,-0.62,-0.29,1.39,-0.29,
28.186,1.72,0.28,-0.62,-0.30,1.41,-0.32,
28.186,1.72,0.28,-0.62,-0.30,1.43,-0.35,
28.186,1.55,0.24,-0.49,-0.30,1.43,-0.35,
28.186,1.55,0.24,-0.49,-0.30,1.44,-0.37,
28.188,1.55,0.24,-0.49,-0.30,1.44,-0.39,
28.191,1.37,0.19,-0.35,-0.30,1.44,-0.39,
28.191,1.37,0.19,-0.35,-0.30,1.44,-0.41,
28.193,1.37,0.19,-0.35,-0.30,1.42,-0.43,
28.196,1.19,0.16,-0.21,-0.30,1.42,-0.43,
28.196,1.19,0.16,-0.21,-0.29,1.40,-0.44,
28.202,1.19,0.16,-0.21,-0.28,1.38,-0.46,
28.206,1.19,0.16,-0.21,-0.27,1.34,-0.47,
28.206,0.98,0.08,-0.07,-0.27,1.34,-0.47,
28.206,0.98,0.08,-0.07,-0.26,1.30,-0.48,
28.206,0.98,0.08,-0.07,-0.25,1.26,-0.48,
28.207,0.74,-0.02,0.04,-0.25,1.26,-0.48,
28.208,0.74,-0.02,0.04,-0.24,1.21,-0.49,
28.211,0.49,-0.10,0.14,-0.24,1.21,-0.49,
28.211,0.49,-0.10,0.14,-0.23,1.15,-0.49,
28.213,0.49,-0.10,0.14,-0.22,1.09,-0.49,
28.215,0.49,-0.10,0.14,-0.20,1.02,-0.49,
28.215,0.26,-0.16,0.22,-0.20,1.02,-0.49,
28.217,0.26,-0.16,0.22,-0.19,0.95,-0.48,
28.22,0.26,-0.16,0.22,-0.18,0.89,-0.48,
28.22,0.05,-0.08,0.30,-0.18,0.89,-0.48,
28.222,0.05,-0.08,0.30,-0.18,0.84,-0.48,
28.225,0.05,-0.08,0.30,-0.17,0.80,-0.48,
28.225,0.05,0.05,0.31,-0.17,0.80,-0.48,
28.227,0.05,0.05,0.31,-0.17,0.78,-0.48,
28.23,0.05,0.05,0.31,-0.17,0.76,-0.48,
28.234,0.17,0.09,0.16,-0.17,0.76,-0.48,
28.234,0.17,0.09,0.16,-0.17,0.76,-0.48,
28.235,0.30,0.03,-0.12,-0.17,0.76,-0.48,
28.235,0.30,0.03,-0.12,-0.17,0.77,-0.49,
28.237,0.30,0.03,-0.12,-0.18,0.80,-0.49,
28.239,0.37,-0.03,-0.40,-0.18,0.80,-0.49,
28.239,0.37,-0.03,-0.40,-0.19,0.83,-0.49,
28.241,0.37,-0.03,-0.40,-0.21,0.86,-0.49,
28.244,0.42,-0.00,-0.64,-0.21,0.86,-0.49,
28.244,0.42,-0.00,-0.64,-0.23,0.91,-0.49,
28.247,0.42,-0.00,-0.64,-0.25,0.97,-0.49,
28.249,0.42,-0.00,-0.64,-0.28,1.05,-0.50,
28.249,0.55,0.07,-0.87,-0.28,1.05,-0.50,
28.251,0.55,0.07,-0.87,-0.31,1.13,-0.51,
28.254,0.71,0.07,-1.13,-0.31,1.13,-0.51,
28.254,0.71,0.07,-1.13,-0.34,1.23,-0.52,
28.256,0.71,0.07,-1.13,-0.37,1.33,-0.53,
28.259,0.78,-0.08,-1.36,-0.37,1.33,-0.53,
28.259,0.78,-0.08,-1.36,-0.41,1.44,-0.55,
28.261,0.78,-0.08,-1.36,-0.45,1.54,-0.56,
28.263,0.78,-0.08,-1.36,-0.49,1.65,-0.58,
28.264,0.78,-0.16,-1.50,-0.49,1.65,-0.58,
28.266,0.78,-0.16,-1.50,-0.52,1.75,-0.59,
28.269,0.78,-0.16,-1.50,-0.56,1.84,-0.60,
28.269,0.68,-0.23,-1.52,-0.56,1.84,-0.60,
28.271,0.68,-0.23,-1.52,-0.60,1.93,-0.62,
28.273,0.51,-0.18,-1.42,-0.60,1.93,-0.62,
28.273,0.51,-0.18,-1.42,-0.64,2.00,-0.63,
28.276,0.51,-0.18,-1.42,-0.67,2.07,-0.64,
28.283,0.31,-0.14,-1.15,-0.67,2.07,-0.64,
28.283,0.31,-0.14,-1.15,-0.69,2.12,-0.64,
28.284,0.31,-0.14,-1.15,-0.72,2.16,-0.65,
28.284,0.31,-0.14,-1.15,-0.73,2.19,-0.65,
28.284,0.09,-0.09,-0.81,-0.73,2.19,-0.65,
28.285,0.09,-0.09,-0.81,-0.74,2.21,-0.66,
28.287,-0.11,-0.06,-0.41,-0.74,2.21,-0.66,
28.288,-0.11,-0.06,-0.41,-0.75,2.22,-0.67,
28.29,-0.11,-0.06,-0.41,-0.75,2.21,-0.68,
28.293,-0.11,-0.06,-0.41,-0.74,2.19,-0.70,
28.293,-0.29,-0.11,-0.03,-0.74,2.19,-0.70,
28.298,-0.29,-0.11,-0.03,-0.73,2.15,-0.71,
28.298,-0.51,-0.21,0.33,-0.73,2.15,-0.71,
28.298,-0.51,-0.21,0.33,-0.72,2.09,-0.72,
28.3,-0.51,-0.21,0.33,-0.70,2.00,-0.73,
28.302,-0.51,-0.21,0.33,-0.67,1.90,-0.75,
28.302,-0.73,-0.27,0.73,-0.67,1.90,-0.75,
28.305,-0.73,-0.27,0.73,-0.65,1.78,-0.75,
28.307,-0.93,-0.25,1.18,-0.65,1.78,-0.75,
28.307,-0.93,-0.25,1.18,-0.61,1.65,-0.76,
28.31,-0.93,-0.25,1.18,-0.56,1.49,-0.77,
28.312,-1.11,-0.23,1.66,-0.56,1.49,-0.77,
28.312,-1.11,-0.23,1.66,-0.52,1.33,-0.77,
28.314,-1.11,-0.23,1.66,-0.46,1.15,-0.77,
28.317,-1.36,-0.28,2.10,-0.46,1.15,-0.77,
28.317,-1.36,-0.28,2.10,-0.41,0.96,-0.77,
28.319,-1.36,-0.28,2.10,-0.34,0.76,-0.76,
28.321,-1.65,-0.36,2.46,-0.34,0.76,-0.76,
28.321,-1.65,-0.36,2.46,-0.27,0.55,-0.75,
28.324,-1.65,-0.36,2.46,-0.20,0.33,-0.74,
28.326,-1.94,-0.40,2.75,-0.20,0.33,-0.74,
28.326,-1.94,-0.40,2.75,-0.13,0.11,-0.72,
28.329,-1.94,-0.40,2.75,-0.05,-0.11,-0.70,
28.331,-2.20,-0.45,2.91,-0.05,-0.11,-0.70,
28.331,-2.20,-0.45,2.91,0.03,-0.34,-0.68,
28.333,-2.20,-0.45,2.91,0.11,-0.57,-0.66,
28.336,-2.20,-0.45,2.91,0.19,-0.80,-0.64,
28.336,-2.43,-0.50,3.01,0.19,-0.80,-0.64,
28.338,-2.43,-0.50,3.01,0.27,-1.03,-0.61,
28.341,-2.62,-0.51,3.04,0.27,-1.03,-0.61,
28.341,-2.62,-0.51,3.04,0.35,-1.26,-0.59,
28.343,-2.62,-0.51,3.04,0.43,-1.48,-0.57,
28.346,-2.81,-0.52,3.02,0.43,-1.48,-0.57,
28.346,-2.81,-0.52,3.02,0.51,-1.70,-0.55,
28.348,-2.81,-0.52,3.02,0.58,-1.91,-0.53,
28.351,-2.88,-0.60,2.90,0.58,-1.91,-0.53,
28.351,-2.88,-0.60,2.90,0.65,-2.11,-0.51,
28.353,-2.88,-0.60,2.90,0.72,-2.29,-0.49,
28.355,-2.88,-0.77,2.71,0.72,-2.29,-0.49,
28.356,-2.88,-0.77,2.71,0.78,-2.47,-0.47,
28.358,-2.88,-0.77,2.71,0.83,-2.63,-0.45,
28.361,-2.88,-0.77,2.71,0.87,-2.79,-0.43,
28.361,-2.86,-0.98,2.44,0.87,-2.79,-0.43,
28.363,-2.86,-0.98,2.44,0.92,-2.93,-0.41,
28.365,-2.86,-0.98,2.44,0.96,-3.06,-0.38,
28.365,-2.84,-1.18,2.15,0.96,-3.06,-0.38,
28.367,-2.84,-1.18,2.15,0.99,-3.19,-0.36,
28.37,-2.84,-1.18,2.15,1.02,-3.30,-0.33,
28.37,-2.89,-1.36,1.89,1.02,-3.30,-0.33,
28.372,-2.89,-1.36,1.89,1.05,-3.41,-0.30,
28.375,-2.93,-1.49,1.66,1.05,-3.41,-0.30,
28.375,-2.93,-1.49,1.66,1.07,-3.51,-0.27,
28.377,-2.93,-1.49,1.66,1.08,-3.59,-0.23,
28.381,-2.93,-1.49,1.66,1.10,-3.66,-0.19,
28.381,-2.96,-1.52,1.47,1.10,-3.66,-0.19,
28.382,-2.96,-1.52,1.47,1.11,-3.73,-0.16,
28.385,-2.96,-1.52,1.47,1.12,-3.77,-0.12,
28.385,-2.91,-1.47,1.30,1.12,-3.77,-0.12,
28.388,-2.91,-1.47,1.30,1.13,-3.80,-0.08,
28.389,-2.71,-1.33,1.13,1.13,-3.80,-0.08,
28.39,-2.71,-1.33,1.13,1.13,-3.81,-0.05,
28.392,-2.71,-1.33,1.13,1.13,-3.80,-0.02,
28.395,-2.71,-1.33,1.13,1.13,-3.78,0.01,
28.395,-2.36,-1.26,0.89,1.13,-3.78,0.01,
28.396,-2.36,-1.26,0.89,1.13,-3.73,0.04,
28.4,-2.36,-1.26,0.89,1.12,-3.67,0.06,
28.4,-1.95,-1.27,0.58,1.12,-3.67,0.06,
28.402,-1.95,-1.27,0.58,1.11,-3.60,0.08,
28.404,-1.55,-1.35,0.22,1.11,-3.60,0.08,
28.406,-1.55,-1.35,0.22,1.09,-3.50,0.10,
28.406,-1.55,-1.35,0.22,1.07,-3.40,0.11,
28.409,-1.18,-1.41,-0.16,1.07,-3.40,0.11,
28.409,-1.18,-1.41,-0.16,1.04,-3.28,0.12,
28.412,-1.18,-1.41,-0.16,1.00,-3.15,0.13,
28.414,-1.18,-1.41,-0.16,0.96,-3.01,0.14,
28.414,-0.89,-1.44,-0.49,0.96,-3.01,0.14,
28.419,-0.89,-1.44,-0.49,0.91,-2.86,0.15,
28.419,-0.89,-1.44,-0.49,0.86,-2.71,0.16,
28.419,-0.67,-1.42,-0.77,0.86,-2.71,0.16,
28.421,-0.67,-1.42,-0.77,0.80,-2.56,0.17,
28.423,-0.49,-1.39,-0.97,0.80,-2.56,0.17,
28.423,-0.49,-1.39,-0.97,0.74,-2.39,0.17,
28.426,-0.49,-1.39,-0.97,0.68,-2.23,0.18,
28.429,-0.49,-1.39,-0.97,0.62,-2.07,0.19,
28.429,-0.35,-1.34,-1.10,0.62,-2.07,0.19,
28.431,-0.35,-1.34,-1.10,0.56,-1.91,0.20,
28.434,-0.22,-1.27,-1.15,0.56,-1.91,0.20,
28.434,-0.22,-1.27,-1.15,0.50,-1.75,0.21,
28.436,-0.22,-1.27,-1.15,0.43,-1.59,0.22,
28.438,-0.11,-1.17,-1.10,0.43,-1.59,0.22,
28.438,-0.11,-1.17,-1.10,0.37,-1.44,0.23,
28.441,-0.11,-1.17,-1.10,0.31,-1.29,0.24,
28.443,-0.11,-1.17,-1.10,0.26,-1.15,0.25,
28.443,-0.02,-1.09,-1.00,0.26,-1.15,0.25,
28.449,-0.02,-1.09,-1.00,0.21,-1.01,0.26,
28.45,0.04,-0.94,-0.83,0.21,-1.01,0.26,
28.45,0.04,-0.94,-0.83,0.16,-0.89,0.27,
28.45,0.04,-0.94,-0.83,0.12,-0.76,0.28,
28.452,0.12,-0.78,-0.57,0.12,-0.76,0.28,
28.453,0.12,-0.78,-0.57,0.09,-0.65,0.28,
28.455,0.12,-0.78,-0.57,0.06,-0.56,0.28,
28.457,0.15,-0.58,-0.23,0.06,-0.56,0.28,
28.457,0.15,-0.58,-0.23,0.03,-0.47,0.29,
28.46,0.15,-0.58,-0.23,0.01,-0.38,0.29,
28.466,0.20,-0.37,0.09,0.01,-0.38,0.29,
28.466,0.20,-0.37,0.09,-0.01,-0.31,0.28,
28.467,0.20,-0.37,0.09,-0.02,-0.24,0.28,
28.467,0.20,-0.37,0.09,-0.03,-0.18,0.27,
28.467,0.24,-0.17,0.40,-0.03,-0.18,0.27,
28.469,0.24,-0.17,0.40,-0.03,-0.13,0.26,
28.472,0.24,-0.17,0.40,-0.04,-0.07,0.25,
28.472,0.31,-0.01,0.61,-0.04,-0.07,0.25,
28.474,0.31,-0.01,0.61,-0.04,-0.03,0.24,
28.479,0.33,0.14,0.74,-0.04,-0.03,0.24,
28.479,0.33,0.14,0.74,-0.03,0.02,0.22,
28.479,0.33,0.14,0.74,-0.03,0.06,0.20,
28.482,0.37,0.24,0.84,-0.03,0.06,0.20,
28.482,0.37,0.24,0.84,-0.02,0.10,0.19,
28.484,0.37,0.24,0.84,-0.02,0.13,0.17,
28.486,0.34,0.31,0.91,-0.02,0.13,0.17,
28.486,0.34,0.31,0.91,-0.01,0.16,0.14,
28.489,0.34,0.31,0.91,-0.01,0.18,0.12,
28.491,0.34,0.31,0.91,0.00,0.20,0.10,
28.492,0.32,0.37,0.96,0.00,0.20,0.10,
28.494,0.32,0.37,0.96,0.01,0.22,0.08,
28.496,0.25,0.41,1.02,0.01,0.22,0.08,
28.497,0.25,0.41,1.02,0.02,0.23,0.05,
28.498,0.25,0.41,1.02,0.04,0.23,0.03,
28.501,0.25,0.41,1.02,0.05,0.23,0.01,
28.501,0.12,0.46,1.07,0.05,0.23,0.01,
28.503,0.12,0.46,1.07,0.06,0.22,-0.01,
28.506,0.12,0.46,1.07,0.08,0.21,-0.03,
28.506,-0.07,0.53,1.12,0.08,0.21,-0.03,
28.508,-0.07,0.53,1.12,0.09,0.20,-0.05,
28.51,-0.31,0.58,1.16,0.09,0.20,-0.05,
28.511,-0.31,0.58,1.16,0.10,0.18,-0.07,
28.514,-0.31,0.58,1.16,0.12,0.15,-0.08,
28.515,-0.31,0.58,1.16,0.13,0.12,-0.10,
28.516,-0.52,0.63,1.15,0.13,0.12,-0.10,
28.518,-0.52,0.63,1.15,0.15,0.09,-0.11,
28.52,-0.75,0.68,1.13,0.15,0.09,-0.11,
28.521,-0.75,0.68,1.13,0.16,0.06,-0.12,
28.523,-0.75,0.68,1.13,0.17,0.02,-0.13,
28.526,-0.97,0.71,1.11,0.17,0.02,-0.13,
28.527,-0.97,0.71,1.11,0.19,-0.02,-0.14,
28.528,-0.97,0.71,1.11,0.20,-0.06,-0.14,
28.53,-0.97,0.71,1.11,0.21,-0.10,-0.15,
28.531,-1.17,0.70,1.07,0.21,-0.10,-0.15,
28.532,-1.17,0.70,1.07,0.22,-0.15,-0.15,
28.535,-1.17,0.70,1.07,0.24,-0.19,-0.16,
28.535,-1.35,0.67,1.04,0.24,-0.19,-0.16,
28.538,-1.35,0.67,1.04,0.25,-0.24,-0.15,
28.54,-1.51,0.66,1.00,0.25,-0.24,-0.15,
28.54,-1.51,0.66,1.00,0.26,-0.29,-0.15,
28.542,-1.51,0.66,1.00,0.27,-0.34,-0.15,
28.544,-1.64,0.65,0.99,0.27,-0.34,-0.15,
28.545,-1.64,0.65,0.99,0.28,-0.38,-0.15,
28.547,-1.64,0.65,0.99,0.29,-0.43,-0.14,
28.549,-1.74,0.62,0.97,0.29,-0.43,-0.14,
28.549,-1.74,0.62,0.97,0.30,-0.48,-0.14,
28.552,-1.74,0.62,0.97,0.30,-0.53,-0.13,
28.554,-1.81,0.60,0.96,0.30,-0.53,-0.13,
28.554,-1.81,0.60,0.96,0.31,-0.58,-0.12,
28.557,-1.81,0.60,0.96,0.32,-0.62,-0.11,
28.559,-1.81,0.60,0.96,0.33,-0.66,-0.10,
28.56,-1.85,0.54,0.92,0.33,-0.66,-0.10,
28.563,-1.85,0.54,0.92,0.34,-0.70,-0.09,
28.565,-1.85,0.54,0.92,0.34,-0.73,-0.08,
28.565,-1.86,0.58,0.91,0.34,-0.73,-0.08,
28.567,-1.86,0.58,0.91,0.35,-0.76,-0.07,
28.569,-1.86,0.58,0.91,0.35,-0.77,-0.06,
28.569,-1.78,0.65,0.84,0.35,-0.77,-0.06,
28.571,-1.78,0.65,0.84,0.35,-0.76,-0.05,
28.573,-1.57,0.74,0.64,0.35,-0.76,-0.05,
28.574,-1.57,0.74,0.64,0.34,-0.74,-0.04,
28.576,-1.57,0.74,0.64,0.33,-0.71,-0.03,
28.579,-1.27,0.80,0.36,0.33,-0.71,-0.03,
28.58,-1.27,0.80,0.36,0.32,-0.66,-0.02,
28.581,-1.27,0.80,0.36,0.30,-0.60,-0.01,
28.583,-1.27,0.80,0.36,0.29,-0.53,-0.00,
28.584,-0.91,0.84,0.06,0.29,-0.53,-0.00,
28.585,-0.91,0.84,0.06,0.26,-0.44,0.00,
28.588,-0.55,0.79,-0.27,0.26,-0.44,0.00,
28.589,-0.55,0.79,-0.27,0.23,-0.33,0.01,
28.591,-0.55,0.79,-0.27,0.20,-0.21,0.01,
28.594,-0.55,0.79,-0.27,0.15,-0.07,0.01,
28.594,-0.19,0.73,-0.67,0.15,-0.07,0.01,
28.599,-0.19,0.73,-0.67,0.11,0.08,0.00,
28.6,0.16,0.61,-1.12,0.11,0.08,0.00,
28.6,0.16,0.61,-1.12,0.05,0.25,-0.00,
28.6,0.16,0.61,-1.12,-0.01,0.42,-0.01,
28.605,0.46,0.42,-1.49,-0.01,0.42,-0.01,
28.605,0.46,0.42,-1.49,-0.07,0.60,-0.01,
28.605,0.46,0.42,-1.49,-0.14,0.78,-0.02,
28.607,0.69,0.18,-1.80,-0.14,0.78,-0.02,
28.608,0.69,0.18,-1.80,-0.22,0.97,-0.03,
28.61,0.69,0.18,-1.80,-0.29,1.17,-0.04,
28.614,0.69,0.18,-1.80,-0.37,1.36,-0.05,
28.614,0.85,-0.08,-2.03,-0.37,1.36,-0.05,
28.615,0.85,-0.08,-2.03,-0.45,1.55,-0.06,
28.617,0.95,-0.33,-2.19,-0.45,1.55,-0.06,
28.617,0.95,-0.33,-2.19,-0.54,1.73,-0.07,
28.62,0.95,-0.33,-2.19,-0.62,1.91,-0.09,
28.622,0.95,-0.55,-2.18,-0.62,1.91,-0.09,
28.622,0.95,-0.55,-2.18,-0.70,2.08,-0.10,
28.625,0.95,-0.55,-2.18,-0.78,2.23,-0.11,
28.627,0.90,-0.73,-2.01,-0.78,2.23,-0.11,
28.627,0.90,-0.73,-2.01,-0.85,2.37,-0.12,
28.63,0.90,-0.73,-2.01,-0.91,2.50,-0.13,
28.632,0.78,-0.82,-1.67,-0.91,2.50,-0.13,
28.632,0.78,-0.82,-1.67,-0.97,2.61,-0.14,
28.634,0.78,-0.82,-1.67,-1.03,2.70,-0.15,
28.637,0.62,-0.89,-1.25,-1.03,2.70,-0.15,
